Bought Condition,Colour,Current Condition,Drivetrain,Engine Size,Horse Power,Make,Mileage,Model,Number of Cylinders,Registered city,Seats,Selling Condition,Trim,Year of manufacture,detail_url,State,City,name,price
Imported,White,Foreign Used,,3500,,Toyota,140858,Highlander,,,,Imported,,2014,/jEY4wdZM2WejLaUlkD3Gy9yV3lbbfIX?lid=siIJYROLZDBfUGd-,Lagos State, Ilupeju,Toyota Highlander 2014 White,"34,320,000"
Imported,Silver,Foreign Used,,1600,,Honda,125785,Civic,,,,Imported,,2014,/jEY4wdZVJ7EicP8FRqYnjrefVwLIMOY?lid=siIJYROLZDBfUGd-,Lagos State, Alimosho,Honda Civic 2014 Silver,"15,600,000"
Brand new,Silver,Foreign Used,,1800,,Toyota,58528,Corolla,,,,Imported,,2021,/jEY4wdZtmZzPUQBv7Yy5PCMgGe7EnHb?lid=siIJYROLZDBfUGd-,Enugu State, Enugu,Toyota Corolla 2021 Silver,"22,575,000"
Imported,Black,Foreign Used,,3500,,Ford,318304,Edge,,,,Imported,,2017,/jlCs49PZDTLcY17UDfLHYbjqgmCODM?lid=siIJYROLZDBfUGd-,Lagos State, Amuwo-Odofin,Ford Edge 2017 Black,"23,920,000"
Imported,Gray,Local Used,,3300,,Toyota,217680,Sienna,,Abuja,,Registered,,2004,/jEY4wdZAB56LGvMSr8NOx98DYphd4Av?lid=siIJYROLZDBfUGd-,Abuja (FCT), Lugbe District,Toyota Sienna 2004 Gray,"6,760,000"
Registered,Pink,Local Used,,3300,,Lexus,228180,ES,,Lagos,,Registered,,2006,/jEY4wdZknYGYvLJbw1ZK10VBwRwISXv?lid=siIJYROLZDBfUGd-,Oyo State, Ibadan,Lexus ES 2006 Pink,"6,656,000"
Imported,Blue,Local Used,,2400,,Toyota,198822,Camry,,,,Registered,,2009,/jEY4wdZtwjpKi1KzC1TwXi6949rNkFm?lid=siIJYROLZDBfUGd-,Abuja (FCT), Kubwa,Toyota Camry 2009 Blue,"8,197,280"
Imported,Gray,Foreign Used,,1800,,Toyota,95521,Corolla,,,,Imported,,2013,/jEY4wdZONhFjLqbr1AJyKq1EiuGaibf?lid=siIJYROLZDBfUGd-,Lagos State, Alimosho,Toyota Corolla 2013 Gray,"12,600,000"
Imported,Black,Foreign Used,,3500,,Mercedes-Benz,296356,GLE-Class,,,,Imported,,2017,/jEY4wdZpU2oEn1S5cIVqusQy6p7xp9c?lid=siIJYROLZDBfUGd-,Lagos State, Ajah,Mercedes-Benz GLE-Class 2017 Black,"44,100,000"
Imported,Red,Foreign Used,,2400,,Toyota,225885,Camry,,,,Imported,,2009,/jEY4wdZmnbEoqvjEpi1BqPl50VYtTQg?lid=siIJYROLZDBfUGd-,Oyo State, Ibadan,Toyota Camry 2009 Red,"10,080,000"
Imported,Green,Local Used,,2500,,Toyota,158112,Camry,,Lagos,,Registered,,2011,/jEY4wdZdNLN9xhG1OoUfBo1C2e0a92J?lid=siIJYROLZDBfUGd-,Lagos State, Ikeja,Toyota Camry 2011 Green,"5,775,000"
Registered,White,Local Used,,2400,,Honda,315998,Accord,,Abuja,,Registered,,2009,/jlCs49QsYzB3QTuGV4oewHJr1fuLL4?lid=siIJYROLZDBfUGd-,Abuja (FCT), Jabi,Honda Accord 2009 White,"6,240,000"
Imported,Black,Local Used,,2500,,Toyota,138626,Camry,,,,Registered,,2012,/jEY4wdZxAcqoE0pUeZmrrZhprUYP5D1?lid=siIJYROLZDBfUGd-,Abuja (FCT), Gwarinpa,Toyota Camry 2012 Black,"9,975,000"
Brand new,Black,Local Used,Front Wheel,3600,292,Buick,481100,Enclave,6,Bayelsa,5,Registered,Leather Package,2012,/jEY4wdZARfF5UK5U5zVVgV3pJaEUHwn?lid=8aNw41JkDoD9JCFn,Rivers State, Port-Harcourt,Buick Enclave Leather Package 2012 Black,"6,300,000"
Imported,Brown,Local Used,,3500,,Toyota,314852,RAV4,,Lagos,,Registered,,2011,/jEY4wdZP85Ap5Olh5KjUVqLMoCoJqPw?lid=8aNw41JkDoD9JCFn,Oyo State, Ibadan,Toyota RAV4 2011 Brown,"9,450,000"
Imported,Black,Local Used,,1800,,Toyota,171216,Corolla,,Lagos,,Registered,,2003,/jEY4wdZHM0vPgsHJQZKKLDQuvCMeZzN?lid=8aNw41JkDoD9JCFn,Lagos State, Alimosho,Toyota Corolla 2003 Black,"4,200,000"
Registered,Silver,Local Used,,3500,,Kia,264622,Sedona,,Lagos,,Registered,,2004,/jEY4wdZiSCljIPSVx0qCWxKbpqkJOvc?lid=8aNw41JkDoD9JCFn,Lagos State, Alimosho,Kia Sedona 2004 Silver,"3,150,000"
Imported,White,Foreign Used,,3500,,Toyota,113589,Highlander,,,,Imported,,2018,/jEY4wdZclP1jBOOaPS1pIVgtkGASXbt?lid=8aNw41JkDoD9JCFn,Lagos State, Ilupeju,Toyota Highlander 2018 White,"44,720,000"
Imported,Gray,Foreign Used,,3800,,Hyundai,66175,Genesis,,,,Imported,,2014,/jEY4wdZxjb8xr0fx6nkoHhIG0bv6pxK?lid=8aNw41JkDoD9JCFn,Rivers State, Port-Harcourt,Hyundai Genesis 2014 Gray,"16,275,000"
Imported,Blue,Local Used,,2000,,Peugeot,446557,807,,Lagos,,Registered,,2004,/jEY4wdZkQlr3D4M3AfO0EiOOeYpdB8c?lid=8aNw41JkDoD9JCFn,Lagos State, Ilupeju,Peugeot 807 2004 Blue,"3,150,000"
Registered,Silver,Local Used,,1600,,Toyota,299954,Corolla,,Lagos,,Registered,,2004,/jlCs49PnFZCGxGJSey4wHFCdmXFHsU?lid=8aNw41JkDoD9JCFn,Lagos State, Ikotun/Igando,Toyota Corolla 2004 Silver,"4,725,000"
Imported,White,Foreign Used,,3500,,Toyota,131086,Highlander,,,,Imported,,2015,/jEY4wdZN41AzmCiykl8dZTtI4lsZCia?lid=8aNw41JkDoD9JCFn,Lagos State, Ojodu,Toyota Highlander 2015 White,"31,720,000"
Imported,Black,Foreign Used,All Wheel,5000,360,Ford,240602,F-150,8,,,Imported,XL 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),2014,/jEY4wdZIIWZOsLEhDw5alA71oRzq0T4?lid=8aNw41JkDoD9JCFn,Lagos State, Lekki,Ford F-150 XL 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A) 2014 Black,"36,920,000"
Imported,Gray,Local Used,,3500,,Lexus,125069,ES,,,,Registered,,2008,/jEY4wdZxI1VnEZX61L6gQbfjFhw6Eji?lid=8aNw41JkDoD9JCFn,Lagos State, Abule Egba,Lexus ES 2008 Gray,"9,048,000"
Registered,Black,Local Used,,2400,,Kia,156074,Cerato,,,,Registered,,2012,/jEY4wdZvipR16zYKQ1SJUIyyj021Izb?lid=8aNw41JkDoD9JCFn,Lagos State, Isolo,Kia Cerato 2012 Black,"3,885,000"
Imported,Silver,Foreign Used,,3500,,Toyota,202135,Highlander,,,,Imported,,2008,/jEY4wdZnpAJs0n6ssiYJqWRspdCOlYM?lid=8aNw41JkDoD9JCFn,Kaduna State, Kaduna / Kaduna State,Toyota Highlander 2008 Silver,"13,650,000"
Registered,Silver,Local Used,,3500,,Infiniti,237324,QX4,,Ogun,,Registered,,2003,/jEY4wdZkDpmXLNyh6FCcbeGJ4mtUrQt?lid=8aNw41JkDoD9JCFn,Ogun State, Abeokuta North,Infiniti QX4 2003 Silver,"3,255,000"
Imported,Gold,Foreign Used,,2700,,Kia,108834,Sportage,,,,Imported,,2005,/jEY4wdZTKd0RZSYEJfTvgqaHyRN9zd9?lid=8aNw41JkDoD9JCFn,Lagos State, Alimosho,Kia Sportage 2005 Gold,"5,250,000"
Imported,Silver,Local Used,,1800,,Toyota,299999,Corolla,,Abuja,,Registered,,2003,/jEY4wdZgaBYWdfy51FWAkGJD6Mc4SLp?lid=wEgH9GFO4QV8dV3w,Abuja (FCT), Lugbe District,Toyota Corolla 2003 Silver,"7,280,000"
Imported,White,Foreign Used,,2500,,Mazda,254330,CX-9,,,,Imported,,2016,/jEY4wdZEHNKBq4xLxaTSX50C09JAUpd?lid=wEgH9GFO4QV8dV3w,Lagos State, Lekki,Mazda CX-9 2016 White,"34,650,000"
Imported,Red,Local Used,,1600,,Peugeot,125411,307,,,,Registered,,2006,/jlCs49QCr0BHFnFyG9RfQK674mRNwE?lid=wEgH9GFO4QV8dV3w,Abuja (FCT), Jabi,Peugeot 307 2006 Red,"5,200,000"
Imported,Red,Local Used,4x4,3500,247,Honda,278031,Ridgeline,6,Lagos,5,Registered,RT 4x4 Crew Cab 122 in. WB,2007,/jEY4wdZL1MsLFNwgNwWVTHhsSVmJKDz?lid=wEgH9GFO4QV8dV3w,Lagos State, Magodo,Honda Ridgeline RT 4x4 Crew Cab 122 in. WB 2007 Red,"7,592,000"
Registered,Gray,Local Used,,2000,,Peugeot,273445,307,,,,Registered,,2004,/jEY4wdZz09jUGFTnSHkGhJlu7dv236B?lid=wEgH9GFO4QV8dV3w,Abuja (FCT), Kubwa,Peugeot 307 2004 Gray,"5,068,350"
Registered,Green,Local Used,,3300,,Nissan,371078,Xterra,,Lagos,,Registered,,2001,/jEY4wdZEtR3KXexwoTRBPfJzrq6BPed?lid=wEgH9GFO4QV8dV3w,Oyo State, Ibadan,Nissan Xterra 2001 Green,"3,675,000"
Imported,Blue,Foreign Used,,2400,,Toyota,201985,Camry,,,,Imported,,2011,/jEY4wdZiEB2MgFVWZlLgplDeFcCRex6?lid=wEgH9GFO4QV8dV3w,Lagos State, Ogba,Toyota Camry 2011 Blue,"10,263,750"
Imported,Brown,Foreign Used,,3000,,Mercedes-Benz,111951,GLE-Class,,,,Imported,,2017,/jEY4wdZgOTvi4f5oIkQqSVI8gPdYoS7?lid=wEgH9GFO4QV8dV3w,Enugu State, Enugu,Mercedes-Benz GLE-Class 2017 Brown,"56,160,000"
Imported,White,Foreign Used,,2000,,Hyundai,237089,Sonata,,,,Imported,,2013,/jEY4wdZpAQ46kkbJ5rixDOtmsOgXWpV?lid=wEgH9GFO4QV8dV3w,Lagos State, Ikeja,Hyundai Sonata 2013 White,"8,820,000"
Imported,Silver,Local Used,,3000,,Land Rover,95665,Range Rover,,,,Registered,,2014,/jEY4wdZlZoA4ipQYHjxAaoub4A1q67Y?lid=wEgH9GFO4QV8dV3w,Lagos State, Amuwo-Odofin,Land Rover Range Rover 2014 Silver,"19,950,000"
Registered,Silver,Local Used,,2400,,Hyundai,126268,Santa Fe,,Abuja,,Registered,,2011,/jEY4wdZHe2TALTQb9p07LM6kpnP1fnv?lid=wEgH9GFO4QV8dV3w,Abuja (FCT), Gwarinpa,Hyundai Santa Fe 2011 Silver,"10,500,000"
Registered,Black,Local Used,,2400,,Hyundai,385436,Sonata,,,,Registered,,2011,/jEY4wdZgGbuTmyy8wdjCBaSmEEyMqGf?lid=wEgH9GFO4QV8dV3w,Lagos State, Ikeja,Hyundai Sonata 2011 Black,"9,360,000"
Registered,Silver,Local Used,,3500,,Toyota,136767,Camry,,,,Registered,,2008,/jEY4we00yzXkxo9AVMvckYoMRTtLuVA?lid=wEgH9GFO4QV8dV3w,Lagos State, Ojodu,Toyota Camry 2008 Silver,"8,320,000"
Registered,Silver,Local Used,,1800,,Toyota,166001,Corolla,,Lagos,,Registered,,2011,/jEY4wdZTcxGthOhJosaTJImJ7ESPjSw?lid=wEgH9GFO4QV8dV3w,Lagos State, Alimosho,Toyota Corolla 2011 Silver,"6,888,000"
Imported,Black,Foreign Used,,3600,,Dodge,97862,Challenger,,,,Imported,,2017,/jEY4wdZbEQABxfkAzsrnO7KS59UkHqJ?lid=wEgH9GFO4QV8dV3w,Oyo State, Ibadan,Dodge Challenger 2017 Black,"37,440,000"
Imported,Gray,Foreign Used,,2500,,Toyota,170573,Camry,,,,Imported,,2018,/jEY4wdZ9eYoO8my8dcaQBX48EPK09Fw?lid=88pTPxylWE_Xsa0N,Abuja (FCT), Wuse,Toyota Camry 2018 Gray,"29,400,000"
Imported,Black,Foreign Used,,2000,,Mercedes-Benz,142359,GLE-Class,,,,Imported,,2022,/jEY4wdZSh5IdiW5QYdzlZWKXOLEuPJ7?lid=88pTPxylWE_Xsa0N,Lagos State, Surulere,Mercedes-Benz GLE-Class 2022 Black,"94,500,000"
Registered,Purple,Local Used,,3700,,Mazda,163423,CX-9,,,,Registered,,2008,/jEY4wdZfyYdEftK64vY3aeB3I3cWPbg?lid=88pTPxylWE_Xsa0N,Abuja (FCT), Gwarinpa,Mazda CX-9 2008 Purple,"8,840,000"
Imported,Black,Foreign Used,,2700,,Toyota,159963,Venza,,,,Imported,,2013,/jEY4wdZHX21EECLUFauCIuvRgKCzzen?lid=88pTPxylWE_Xsa0N,Lagos State, Mushin,Toyota Venza 2013 Black,"17,850,000"
Registered,Green,Local Used,,3500,,Lexus,199778,GS,,,,Registered,,2008,/jEY4wdZjz9BUZ4AKtwebe9AqMzkxz1r?lid=88pTPxylWE_Xsa0N,Abuja (FCT), Kubwa,Lexus GS 2008 Green,"8,837,920"
Imported,Red,Local Used,,2500,,Lexus,135912,IS,,,,Registered,,2010,/jEY4wdZraMjzxyOvyWmtXVqICANt8Wy?lid=88pTPxylWE_Xsa0N,Abuja (FCT), Gwarinpa,Lexus IS 2010 Red,"10,400,000"
Registered,Silver,Local Used,,2400,,Toyota,458145,Camry,,Lagos,,Registered,,2005,/jEY4wdZQPizerW9ccMcRP6l1soZsaTz?lid=88pTPxylWE_Xsa0N,Lagos State, Ojodu,Toyota Camry 2005 Silver,"4,725,000"
Registered,Red,Local Used,Front Wheel,2400,,Honda,321565,Accord,4,Abuja,5,Registered,2.4,2007,/jEY4wdZHD4QQVUAirIt5fyRMJQJ3ytJ?lid=88pTPxylWE_Xsa0N,Imo State, Owerri,Honda Accord 2.4 2007 Red,"3,150,000"
Imported,Gray,Foreign Used,,3500,,Toyota,86505,Sienna,,,,Imported,,2011,/jEY4wdZ9x11SY76WEUP3dH7iqKm7XFN?lid=88pTPxylWE_Xsa0N,Lagos State, Surulere,Toyota Sienna 2011 Gray,"19,760,000"
Registered,Black,Local Used,,1600,,Mercedes-Benz,30112,GLA-Class,,,,Registered,,2018,/jEY4we009EpwjDaaf776lZEc6lQBvOD?lid=88pTPxylWE_Xsa0N,Lagos State, Ojodu,Mercedes-Benz GLA-Class 2018 Black,"17,850,000"
Registered,Gray,Local Used,,2000,,Kia,72279,Optima,,Lagos,,Registered,,2009,/jEY4wdZccoe2VZy0KiBTwCTvFp24AN0?lid=88pTPxylWE_Xsa0N,Lagos State, Ogba,Kia Optima 2009 Gray,"3,045,000"
Imported,White,Foreign Used,,2400,,Toyota,310881,Corolla,,,,Imported,,2013,/jEY4wdZRT5nqUUd333VfHNcqiEk2GNw?lid=88pTPxylWE_Xsa0N,Lagos State, Surulere,Toyota Corolla 2013 White,"12,600,000"
Registered,Blue,Local Used,,3000,,Toyota,209569,Camry,,Lagos,,Registered,,2003,/jEY4wdZOZUysXQmOuFG4nIbQnv1XI9J?lid=88pTPxylWE_Xsa0N,Lagos State, Abule Egba,Toyota Camry 2003 Blue,"4,500,000"
Imported,Gray,Local Used,,2400,,Toyota,161451,Camry,,Abuja,,Registered,,2005,/jEY4wdZODuoCaeK5dInemIWab7noE1l?lid=88pTPxylWE_Xsa0N,Abuja (FCT), Lugbe District,Toyota Camry 2005 Gray,"4,200,000"
Imported,Gray,Foreign Used,,3500,,Toyota,166763,Highlander,,,,Imported,,2014,/jEY4wdZVLLx9ZEFFM9pfQjIsFscmFe8?lid=88pTPxylWE_Xsa0N,Lagos State, Ilupeju,Toyota Highlander 2014 Gray,"41,600,000"
Imported,Red,Local Used,,3500,,Mercedes-Benz,305961,CLA-Class,,,,Registered,,2014,/jEY4wdZZ1PRzJPE0DvFpwYViUYqGHEq?lid=-OmZ5cSXrZWtsPVq,Abuja (FCT), Wuse,Mercedes-Benz CLA-Class 2014 Red,"15,808,000"
Brand new,Blue,Foreign Used,Front Wheel,3500,268,Lexus,290065,ES,6,,5,Imported,350 FWD,2013,/jEY4wdZBUxVYLYT4WL0pIaVnfF8J64k?lid=-OmZ5cSXrZWtsPVq,Lagos State, Ilupeju,Lexus ES 350 FWD 2013 Blue,"21,000,000"
Imported,Blue,Local Used,,1800,,Toyota,161811,Corolla,,,,Registered,,2004,/jEY4wdZTzPrvGI3MiXMB8Kwj3VKEAZM?lid=-OmZ5cSXrZWtsPVq,Lagos State, Lekki,Toyota Corolla 2004 Blue,"3,491,250"
Registered,Gray,Local Used,,3500,,Infiniti,195996,M,,Lagos,,Registered,,2006,/jEY4wdZrBRfUEWFL0UZEGHdXb6O92fB?lid=-OmZ5cSXrZWtsPVq,Lagos State, Ikotun/Igando,Infiniti M 2006 Gray,"2,625,000"
Imported,Gray,Local Used,,1800,,Toyota,246053,Corolla,,Abuja,,Registered,,2010,/jEY4wdZdnZTKzSeA6ZVJsY2rzhV4gxf?lid=-OmZ5cSXrZWtsPVq,Abuja (FCT), Lugbe District,Toyota Corolla 2010 Gray,"6,825,000"
Registered,White,Local Used,,3000,,Lexus,188403,ES,,Abuja,,Registered,,2003,/jEY4we01di6f8TrxFQRYmjbMreBJrQY?lid=-OmZ5cSXrZWtsPVq,Oyo State, Ibadan,Lexus ES 2003 White,"4,410,000"
Imported,Red,Local Used,,2500,,Honda,166499,Accord,,Lagos,,Registered,,2009,/jEY4wdZc72gfj75o8SladsQszpnxYNT?lid=-OmZ5cSXrZWtsPVq,Lagos State, Alimosho,Honda Accord 2009 Red,"5,250,000"
Registered,Gold,Local Used,,2400,,Honda,999999,Accord,,,,Registered,,2003,/jEY4wdZMgST5iQAV9jI220Qi1HVxXeG?lid=-OmZ5cSXrZWtsPVq,Abuja (FCT), Jabi,Honda Accord 2003 Gold,"3,120,000"
Registered,Silver,Local Used,,2500,,Lexus,78693,IS,,,,Registered,,2011,/jEY4wdZcjxRXGublrBIx8QowUohZ2uw?lid=-OmZ5cSXrZWtsPVq,Abuja (FCT), Kubwa,Lexus IS 2011 Silver,"11,649,040"
Imported,Red,Foreign Used,,2500,,Toyota,142548,Venza,,,,Imported,,2014,/jEY4we018sgR5zH47xzRIUyq3tC5lRF?lid=-OmZ5cSXrZWtsPVq,Lagos State, Ilupeju,Toyota Venza 2014 Red,"26,000,000"
Imported,Black,Local Used,,2500,,Toyota,139622,Camry,,Lagos,,Registered,,2009,/jEY4wdZJ9YYBX0AGbgtaJCj4pA2JmFS?lid=-OmZ5cSXrZWtsPVq,Lagos State, Alimosho,Toyota Camry 2009 Black,"7,800,000"
Registered,Matt Black,Local Used,,3500,,Honda,383533,Crosstour,,Lagos,,Registered,,2011,/jEY4wdZ9GNlVWmIRyvkE7gOaC4UDyIL?lid=-OmZ5cSXrZWtsPVq,Lagos State, Ogba,Honda Crosstour 2011 Matt Black,"7,875,000"
Imported,Gray,Foreign Used,,3500,,Toyota,85937,Sienna,,,,Imported,,2014,/jEY4wdZcvmHvnUGdJ7pDoTs87xyv1lq?lid=-OmZ5cSXrZWtsPVq,Lagos State, Isolo,Toyota Sienna 2014 Gray,"15,750,000"
Registered,Silver,Local Used,,1300,,Toyota,310480,Corolla,,Kano,,Registered,,2009,/jEY4wdZnqz9mRwaalflMijRxy4YTiCT?lid=-OmZ5cSXrZWtsPVq,Kano State, Gwale,Toyota Corolla 2009 Silver,"5,250,000"
Registered,Silver,Local Used,Front,2400,157,Toyota,289257,Camry,4,Lagos,5,Registered,LE 4dr Sedan (2.4L 4cyl 5M),2004,/jEY4wdZg7Tl1gKqJs28QLoicZP3fWzg?lid=-OmZ5cSXrZWtsPVq,Rivers State, Port-Harcourt,Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2004 Silver,"4,410,000"
Imported,Gray,Foreign Used,,2400,,Honda,212839,Accord,,,,Imported,,2011,/jEY4wdZr7gTaYnru42inELJi5DFRNRq?lid=JOaV2KjC1XF1u-IF,Lagos State, Ogba,Honda Accord 2011 Gray,"11,440,000"
Imported,Gray,Foreign Used,,2400,,Mercedes-Benz,228326,GLC-Class,,,,Imported,,2016,/jEY4wdZms38jUGsXolsROgoJq8tefhz?lid=JOaV2KjC1XF1u-IF,Lagos State, Surulere,Mercedes-Benz GLC-Class 2016 Gray,"39,520,000"
Registered,Blue,Local Used,,3300,,Lexus,199571,RX 330,,,,Registered,,2005,/jEY4wdZomnzX6dp2InM5YUkgF094Zx8?lid=JOaV2KjC1XF1u-IF,Lagos State, Isolo,Lexus RX 330 2005 Blue,"7,875,000"
Imported,Black,Local Used,,2000,,Lexus,72201,NX,,Abuja,,Registered,,2021,/jEY4wdZFVDhulRWY1nLes01dymlQmlZ?lid=JOaV2KjC1XF1u-IF,Abuja (FCT), Garki 2,Lexus NX 2021 Black,"42,000,000"
Registered,Gray,Local Used,,2400,,Honda,207769,Accord,,,,Registered,,2005,/jEY4wdZFxgxGdPBrTVpqQfv4WXPk67Y?lid=JOaV2KjC1XF1u-IF,Lagos State, Surulere,Honda Accord 2005 Gray,"2,604,000"
Registered,Silver,Local Used,,3500,,Lexus,6525885,GS,,,,Registered,,2008,/jEY4wdZXHoZ8NKwpz24JF5l6T5jXTEl?lid=JOaV2KjC1XF1u-IF,Lagos State, Ojodu,Lexus GS 2008 Silver,"4,200,000"
Imported,Black,Local Used,,3000,,Lexus,443487,RX 300,,Lagos,,Registered,,1999,/jEY4wdZkb9qoUNMnISMr0FCzGWh4WWW?lid=JOaV2KjC1XF1u-IF,Oyo State, Ibadan,Lexus RX 300 1999 Black,"6,300,000"
Imported,Silver,Foreign Used,,,,Hyundai,205779,Sonata,,,,Imported,,2013,/jEY4wdZSrZsZOqe6fIaeym6X1lURpDn?lid=JOaV2KjC1XF1u-IF,Lagos State, Ikeja,Hyundai Sonata 2013 Silver,"11,025,000"
Registered,Silver,Local Used,,1400,,Kia,105045,Rio,,Lagos,,Registered,,2012,/jEY4wdZTTYEOLhuvdsNKN1aJ9U9ShWe?lid=JOaV2KjC1XF1u-IF,Oyo State, Ibadan,Kia Rio 2012 Silver,"3,675,000"
Registered,Gray,Local Used,,3000,,BMW,214629,535i,,,,Registered,,2012,/jEY4wdZLUvgY41ZU1EFWjSAGKjU1cV4?lid=JOaV2KjC1XF1u-IF,Abuja (FCT), Wuse,BMW 535i 2012 Gray,"15,225,000"
Imported,Silver,Foreign Used,,2400,,Toyota,177566,Corolla,,,,Imported,,2021,/jEY4wdZZI9LMudGKZSOwWLtU1pbHaGA?lid=JOaV2KjC1XF1u-IF,Lagos State, Ogudu,Toyota Corolla 2021 Silver,"24,097,500"
Imported,White,Local Used,,2000,,Hyundai,155231,Tucson,,Ogun State,,Registered,,2019,/jEY4wdZJJGwGCeQIfTO3AauaH14Hjz5?lid=JOaV2KjC1XF1u-IF,Lagos State, Ogba,Hyundai Tucson 2019 White,"26,250,000"
Imported,Gray,Local Used,,3700,,Acura,,MDX,,Lagos,,Registered,,2007,/jEY4wdZy4jiG9So8rxVwmiJvy981bmb?lid=JOaV2KjC1XF1u-IF,Lagos State, Ogudu,Acura MDX 2007 Gray,"6,300,000"
Imported,Black,Local Used,Front Wheel,3500,272,Lexus,174642,ES,6,,5,Registered,350,2007,/jEY4wdZTxxbRagnpa1j14cUBnpmtAPS?lid=JOaV2KjC1XF1u-IF,Abuja (FCT), Wuse,Lexus ES 350 2007 Black,"6,825,000"
Imported,White,Local Used,,2000,,Mercedes-Benz,54321,C300,,,,Registered,,2022,/jEY4wdZd9gq2gAqMMP1FrO3iQuIPt7G?lid=JOaV2KjC1XF1u-IF,Lagos State, Lekki,Mercedes-Benz C300 2022 White,"89,250,000"
Imported,Black,Foreign Used,,3500,,Acura,201193,MDX,,,,Imported,,2015,/jEY4wdZP2GoawX8wjN8X7FSWoO6DIDU?lid=z--Qj0asZW0dZZq6,Lagos State, Ikeja,Acura MDX 2015 Black,"17,325,000"
Registered,Gray,Local Used,,2000,,Kia,125364,Sportage,,Lagos,,Registered,,2012,/jEY4wdZEDzKHa9fWVgJj7dUAUDOtKeO?lid=z--Qj0asZW0dZZq6,Oyo State, Ibadan,Kia Sportage 2012 Gray,"6,825,000"
Registered,Black,Local Used,,1800,,Toyota,122959,Corolla,,Ogun,,Registered,,2004,/jEY4wdZZ0RMWf3HT0IbNtesV21SmS7Z?lid=z--Qj0asZW0dZZq6,Ogun State, Abeokuta North,Toyota Corolla 2004 Black,"5,200,000"
Imported,Silver,Foreign Used,,2400,,Toyota,248037,Camry,,,,Imported,,2011,/jEY4wdZbvQzznqNP6TKF2rDFM67HN0U?lid=z--Qj0asZW0dZZq6,Lagos State, Ikoyi,Toyota Camry 2011 Silver,"9,975,000"
Imported,White,Local Used,,3500,,Ford,951076,Edge,,Lagos,,Registered,,2010,/jEY4wdZHUmQLoYOt9rsdnRnVUi0q7hJ?lid=z--Qj0asZW0dZZq6,Lagos State, Ajah,Ford Edge 2010 White,"7,800,000"
Imported,Black,Local Used,,2400,,Toyota,224807,Camry,,Abuja,,Registered,,2007,/jEY4wdZTO35mKqWc2oazQfRdM4o0z5m?lid=z--Qj0asZW0dZZq6,Abuja (FCT), Garki 2,Toyota Camry 2007 Black,"6,090,000"
Imported,Silver,Foreign Used,,3500,,Lexus,259345,RX 330,,,,Imported,,2006,/jEY4wdZT9hi51hsZsfGvwlanVrXRvop?lid=z--Qj0asZW0dZZq6,Ogun State, Abeokuta North,Lexus RX 330 2006 Silver,"13,520,000"
Imported,Black,Local Used,,3500,,Infiniti,249970,M,,Lagos,,Registered,,2007,/jlCs49Ppkn9P4naDEnZpzzXmLlR4Wb?lid=z--Qj0asZW0dZZq6,Lagos State, Ojodu,Infiniti M 2007 Black,"4,725,000"
Imported,Gray,Foreign Used,Front Wheel,2000,173,Kia,125600,Forte,4,,5,Imported,EX Hatchback,2015,/jEY4wdZypkGc7hAwP7f0uKwzh6eMSjW?lid=z--Qj0asZW0dZZq6,Abuja (FCT), Wuse,Kia Forte EX Hatchback 2015 Gray,"15,750,000"
Imported,Blue,Local Used,,3300,,Lexus,353288,RX 330,,Lagos,,Registered,,2004,/jEY4wdZZX9jnaFGrjrNiFi1YUsAa2d1?lid=z--Qj0asZW0dZZq6,Ogun State, Abeokuta North,Lexus RX 330 2004 Blue,"9,360,000"
Registered,Gray,Local Used,,1800,,Toyota,170214,Corolla,,Lagos,,Registered,,2007,/jEY4wdZLU0YthSB2z32ebnww9F7exbU?lid=z--Qj0asZW0dZZq6,Lagos State, Ogba,Toyota Corolla 2007 Gray,"5,565,000"
Imported,Black,Foreign Used,,4700,,Toyota,172285,Tundra,,,,Imported,,2004,/jEY4wdZz4USLt8U8iM9kOJIZOkdKkQH?lid=z--Qj0asZW0dZZq6,Lagos State, Lekki,Toyota Tundra 2004 Black,"12,600,000"
Imported,Red,Foreign Used,,2500,,Toyota,358107,Camry,,,,Imported,,2014,/jEY4wdZpwGo3Ct5sCn7Q5rfyyUKVTI1?lid=z--Qj0asZW0dZZq6,Lagos State, Lekki,Toyota Camry 2014 Red,"13,119,750"
Imported,Gray,Foreign Used,Front Wheel,3700,277,Mazda,188368,CX-9,6,,7,Imported,Grand Touring,2012,/jEY4wdZBAdJTCHLhaAgZHyh5aTT2jcv?lid=z--Qj0asZW0dZZq6,Lagos State, Magodo,Mazda CX-9 Grand Touring 2012 Gray,"13,624,000"
Registered,Red,Local Used,,1800,,Toyota,221342,Corolla,,,,Registered,,2003,/jEY4wdZMsWY02puWYKxUebJlMdeUutH?lid=z--Qj0asZW0dZZq6,Lagos State, Ikorodu,Toyota Corolla 2003 Red,"4,515,000"
Imported,Silver,Local Used,,3000,,Lexus,244329,RX 300,,Abuja,,Registered,,2001,/jEY4we00kFVKUOxXdpizT1fHFNG7LHh?lid=XeJyLJBwF0RoxMuk,Abuja (FCT), Lugbe District,Lexus RX 300 2001 Silver,"5,040,000"
